"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_year","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South America","Ecuador","PAHO","Observed",2025,7,9,2452,31907,35853,1822,0.09,18315,0.86
"South America","Ecuador","PAHO","Observed",2025,8,10,1415,33322,35853,1098,0.05,19413,0.91
"South America","Ecuador","PAHO","Observed",2025,9,11,1506,34828,35853,886,0.04,20300,0.96
"South America","Ecuador","PAHO","Observed",2025,10,12,1025,35853,35853,856,0.04,21156,1
"South America","Ecuador","PAHO","Observed",2025,11,1,954,36807,35171,792,0.04,792,0.04
"South America","Ecuador","PAHO","Observed",2025,12,2,1123,37930,35171,1137,0.06,1929,0.1
"South America","Ecuador","PAHO","Observed",2026,1,3,1788,1788,35171,1520,0.08,3449,0.18
"South America","Ecuador","PAHO","Observed",2026,2,4,2116,3904,35171,1799,0.09,5249,0.27
"South America","Ecuador","PAHO","Observed",2026,3,5,4064,7968,35171,2650,0.12,7898,0.4
"South America","Ecuador","PAHO","Observed",2026,4,6,4120,12088,35171,2776,0.12,10675,0.52
"South America","Ecuador","PAHO","Observed",2026,5,7,4451,16539,35171,3289,0.14,13963,0.66
"South America","Ecuador","PAHO","Observed",2026,6,8,5669,22208,35171,2530,0.11,16494,0.77
"South America","Ecuador","PAHO","Observed",2026,7,9,5222,27430,35171,1822,0.09,18315,0.86
"South America","Ecuador","PAHO","Observed",2026,8,10,2598,30028,35171,1098,0.05,19413,0.91
"South America","Ecuador",NA,"Unobserved",2026,9,11,NA,NA,35171,886,0.04,20300,0.96
"South America","Ecuador",NA,"Unobserved",2026,10,12,NA,NA,35171,856,0.04,21156,1
"South America","Ecuador",NA,"Unobserved",2026,11,1,NA,NA,NA,792,0.04,792,0.04
"South America","Ecuador",NA,"Unobserved",2026,12,2,NA,NA,NA,1137,0.06,1929,0.1
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2025,1,7,7,7,75,1100,0.09,7702,0.62
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,2,8,18,25,75,1196,0.09,8898,0.71
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2025,3,9,6,31,75,1060,0.08,9959,0.8
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,4,10,48,79,75,1053,0.08,11012,0.88
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2025,5,11,5,84,75,760,0.06,11771,0.94
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2025,6,12,5,89,75,751,0.06,12522,1
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,7,1,9,98,4292,677,0.05,677,0.05
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2025,8,2,4,102,4292,732,0.06,1409,0.11
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,9,3,3493,3595,4292,1151,0.09,2560,0.2
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,10,4,39,3634,4292,1337,0.11,3897,0.31
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,11,5,465,4099,4292,1532,0.12,5429,0.43
"Sub-Saharan Africa","Eritrea","WHO","Observed",2025,12,6,246,4345,4292,1173,0.1,6602,0.53
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2026,1,7,394,394,4292,1100,0.09,7702,0.62
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2026,2,8,400,794,4292,1196,0.09,8898,0.71
"Sub-Saharan Africa","Eritrea","WHO","Observed",2026,3,9,25,819,4292,1060,0.08,9959,0.8
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2026,4,10,357,1176,4292,1053,0.08,11012,0.88
"Sub-Saharan Africa","Eritrea","WHO","Observed",2026,5,11,0,1176,4292,760,0.06,11771,0.94
"Sub-Saharan Africa","Eritrea","WHO","Observed",2026,6,12,15,1191,4292,751,0.06,12522,1
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2026,7,1,235,1426,NA,677,0.05,677,0.05
"Sub-Saharan Africa","Eritrea","Estimates","Unobserved",2026,8,2,249,1675,NA,732,0.06,1409,0.11
"Sub-Saharan Africa","Eritrea",NA,"Unobserved",2026,9,3,NA,NA,NA,1151,0.09,2560,0.2
"Sub-Saharan Africa","Eritrea",NA,"Unobserved",2026,10,4,NA,NA,NA,1337,0.11,3897,0.31
"Sub-Saharan Africa","Eritrea",NA,"Unobserved",2026,11,5,NA,NA,NA,1532,0.12,5429,0.43
"Sub-Saharan Africa","Eritrea",NA,"Unobserved",2026,12,6,NA,NA,NA,1173,0.1,6602,0.53
"Sub-Saharan Africa","Ethiopia","Estimates","Unobserved",2025,1,9,15,15,1879,181,0.01,12866,0.9
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,2,10,114,129,1879,79,0.01,12946,0.9
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,3,11,140,269,1879,76,0.01,13021,0.91
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,4,12,1625,1894,1879,285,0.09,13306,1
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,5,1,344,2238,2988,1022,0.08,1022,0.08
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,6,2,80,2318,2988,1412,0.06,2433,0.14
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,7,3,98,2416,2988,425,0.03,2858,0.17
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,8,4,32,2448,2988,274,0.01,3132,0.18
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,9,5,62,2510,2988,350,0.03,3481,0.21
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,10,6,438,2948,2988,4537,0.32,8018,0.52
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,11,7,686,3634,2988,3606,0.28,11624,0.8
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2025,12,8,255,3889,2988,1061,0.09,12685,0.89
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,1,9,0,0,2988,181,0.01,12866,0.9
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,2,10,46,46,2988,79,0.01,12946,0.9
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,3,11,53,99,2988,76,0.01,13021,0.91
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,4,12,894,993,2988,285,0.09,13306,1
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,5,1,1055,2048,11937,1022,0.08,1022,0.08
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,6,2,615,2663,11937,1412,0.06,2433,0.14
"Sub-Saharan Africa","Ethiopia","WHO","Observed",2026,7,3,328,2991,11937,425,0.03,2858,0.17
"Sub-Saharan Africa","Ethiopia","Estimates","Unobserved",2026,8,4,42,3033,11937,274,0.01,3132,0.18
"Sub-Saharan Africa","Ethiopia",NA,"Unobserved",2026,9,5,NA,NA,11937,350,0.03,3481,0.21
"Sub-Saharan Africa","Ethiopia",NA,"Unobserved",2026,10,6,NA,NA,11937,4537,0.32,8018,0.52
"Sub-Saharan Africa","Ethiopia",NA,"Unobserved",2026,11,7,NA,NA,11937,3606,0.28,11624,0.8
"Sub-Saharan Africa","Ethiopia",NA,"Unobserved",2026,12,8,NA,NA,11937,1061,0.09,12685,0.89
"Pacific Islands","Fiji","WHO","Observed",2025,1,3,1629,1629,24176,948,0.11,1647,0.24
"Pacific Islands","Fiji","WHO","Observed",2025,2,4,3394,5023,24176,1324,0.15,2971,0.39
"Pacific Islands","Fiji","WHO","Observed",2025,3,5,4509,9532,24176,1424,0.15,4395,0.54
"Pacific Islands","Fiji","WHO","Observed",2025,4,6,4703,14235,24176,1225,0.13,5620,0.67
"Pacific Islands","Fiji","WHO","Observed",2025,5,7,3696,17931,24176,880,0.09,6500,0.76
"Pacific Islands","Fiji","WHO","Observed",2025,6,8,1894,19825,24176,676,0.08,7177,0.84
"Pacific Islands","Fiji","WHO","Observed",2025,7,9,1502,21327,24176,470,0.06,7647,0.9
"Pacific Islands","Fiji","WHO","Observed",2025,8,10,822,22149,24176,339,0.04,7986,0.94
"Pacific Islands","Fiji","WHO","Observed",2025,9,11,741,22890,24176,264,0.03,8250,0.97
"Pacific Islands","Fiji","WHO","Observed",2025,10,12,1286,24176,24176,265,0.03,8515,1
"Pacific Islands","Fiji","WHO","Observed",2025,11,1,819,24995,6132,325,0.06,325,0.06
"Pacific Islands","Fiji","WHO","Observed",2025,12,2,518,25513,6132,374,0.07,699,0.13
"Pacific Islands","Fiji","WHO","Observed",2026,1,3,533,533,6132,948,0.11,1647,0.24
"Pacific Islands","Fiji","WHO","Observed",2026,2,4,831,1364,6132,1324,0.15,2971,0.39
"Pacific Islands","Fiji","WHO","Observed",2026,3,5,921,2285,6132,1424,0.15,4395,0.54
"Pacific Islands","Fiji","WHO","Observed",2026,4,6,735,3020,6132,1225,0.13,5620,0.67
"Pacific Islands","Fiji","WHO","Observed",2026,5,7,348,3368,6132,880,0.09,6500,0.76
"Pacific Islands","Fiji","WHO","Observed",2026,6,8,413,3781,6132,676,0.08,7177,0.84
"Pacific Islands","Fiji","WHO","Observed",2026,7,9,387,4168,6132,470,0.06,7647,0.9
"Pacific Islands","Fiji","Estimates","Unobserved",2026,8,10,257,4425,6132,339,0.04,7986,0.94
"Pacific Islands","Fiji",NA,"Unobserved",2026,9,11,NA,NA,6132,264,0.03,8250,0.97
"Pacific Islands","Fiji",NA,"Unobserved",2026,10,12,NA,NA,6132,265,0.03,8515,1
"Pacific Islands","Fiji",NA,"Unobserved",2026,11,1,NA,NA,NA,325,0.06,325,0.06
"Pacific Islands","Fiji",NA,"Unobserved",2026,12,2,NA,NA,NA,374,0.07,699,0.13
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,1,10,5,5,15,13,0.07,905,0.87
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,2,11,9,14,15,12,0.08,917,0.94
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,3,12,1,15,15,7,0.06,924,1
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,4,1,3,18,58,7,0.03,7,0.03
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,5,2,1,19,58,17,0.05,24,0.08
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,6,3,2,21,58,33,0.1,57,0.18
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,7,4,6,27,58,19,0.06,77,0.23
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,8,5,4,31,58,63,0.1,140,0.33
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,9,6,2,33,58,280,0.16,420,0.5
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,10,7,6,39,58,214,0.14,634,0.64
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,11,8,1,40,58,173,0.1,808,0.73
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2025,12,9,4,44,58,85,0.06,892,0.79
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2026,1,10,7,7,58,13,0.07,905,0.87
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2026,2,11,10,17,58,12,0.08,917,0.94
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2026,3,12,12,29,58,7,0.06,924,1
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2026,4,1,17,46,152,7,0.03,7,0.03
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2026,5,2,10,56,152,17,0.05,24,0.08
"Pacific Islands","Micronesia (Federated States Of)","WHO","Observed",2026,6,3,0,56,152,33,0.1,57,0.18
"Pacific Islands","Micronesia (Federated States Of)","Estimates","Unobserved",2026,7,4,3,59,152,19,0.06,77,0.23
"Pacific Islands","Micronesia (Federated States Of)","Estimates","Unobserved",2026,8,5,6,65,152,63,0.1,140,0.33
"Pacific Islands","Micronesia (Federated States Of)",NA,"Unobserved",2026,9,6,NA,NA,152,280,0.16,420,0.5
"Pacific Islands","Micronesia (Federated States Of)",NA,"Unobserved",2026,10,7,NA,NA,152,214,0.14,634,0.64
"Pacific Islands","Micronesia (Federated States Of)",NA,"Unobserved",2026,11,8,NA,NA,152,173,0.1,808,0.73
"Pacific Islands","Micronesia (Federated States Of)",NA,"Unobserved",2026,12,9,NA,NA,152,85,0.06,892,0.79
"Caribbean","Guadeloupe","PAHO","Observed",2025,1,10,2220,2220,4160,632,0.23,5914,0.82
"Caribbean","Guadeloupe","PAHO","Observed",2025,2,11,970,3190,4160,309,0.1,6223,0.92
"Caribbean","Guadeloupe","PAHO","Observed",2025,3,12,970,4160,4160,262,0.08,6485,1
"Caribbean","Guadeloupe","WHO","Observed",2025,4,1,0,4160,1352,144,0.02,144,0.02
"Caribbean","Guadeloupe","PAHO","Observed",2025,5,2,210,4370,1352,182,0.02,326,0.04
"Caribbean","Guadeloupe","PAHO","Observed",2025,6,3,265,4635,1352,238,0.03,565,0.06
"Caribbean","Guadeloupe","Estimates","Unobserved",2025,7,4,84,4719,1352,169,0.02,733,0.08
"Caribbean","Guadeloupe","Estimates","Unobserved",2025,8,5,135,4854,1352,316,0.03,1050,0.11
"Caribbean","Guadeloupe","WHO","Observed",2025,9,6,155,5009,1352,1101,0.12,2151,0.24
"Caribbean","Guadeloupe","Estimates","Unobserved",2025,10,7,533,5542,1352,1176,0.13,3327,0.37
"Caribbean","Guadeloupe","WHO","Observed",2025,11,8,84,5626,1352,1299,0.15,4626,0.51
"Caribbean","Guadeloupe","PAHO","Observed",2025,12,9,340,5966,1352,656,0.08,5283,0.59
"Caribbean","Guadeloupe","PAHO","Observed",2026,1,10,102,102,1352,632,0.23,5914,0.82
"Caribbean","Guadeloupe","PAHO","Observed",2026,2,11,46,148,1352,309,0.1,6223,0.92
"Caribbean","Guadeloupe","PAHO","Observed",2026,3,12,150,298,1352,262,0.08,6485,1
"Caribbean","Guadeloupe","PAHO","Observed",2026,4,1,51,349,2303,144,0.02,144,0.02
"Caribbean","Guadeloupe","PAHO","Observed",2026,5,2,34,383,2303,182,0.02,326,0.04
"Caribbean","Guadeloupe","Estimates","Unobserved",2026,6,3,34,417,2303,238,0.03,565,0.06
"Caribbean","Guadeloupe","Estimates","Unobserved",2026,7,4,27,444,2303,169,0.02,733,0.08
"Caribbean","Guadeloupe","Estimates","Unobserved",2026,8,5,44,488,2303,316,0.03,1050,0.11
"Caribbean","Guadeloupe",NA,"Unobserved",2026,9,6,NA,NA,2303,1101,0.12,2151,0.24
"Caribbean","Guadeloupe",NA,"Unobserved",2026,10,7,NA,NA,2303,1176,0.13,3327,0.37
"Caribbean","Guadeloupe",NA,"Unobserved",2026,11,8,NA,NA,2303,1299,0.15,4626,0.51
"Caribbean","Guadeloupe",NA,"Unobserved",2026,12,9,NA,NA,2303,656,0.08,5283,0.59
"Caribbean","Grenada","PAHO","Observed",2025,1,11,16,16,32,17,0.08,267,0.95
"Caribbean","Grenada","PAHO","Observed",2025,2,12,16,32,32,13,0.05,281,1
"Caribbean","Grenada","PAHO","Observed",2025,3,1,24,56,216,15,0.08,15,0.08
"Caribbean","Grenada","PAHO","Observed",2025,4,2,16,72,216,16,0.08,30,0.16
"Caribbean","Grenada","PAHO","Observed",2025,5,3,7,79,216,30,0.09,60,0.26
"Caribbean","Grenada","PAHO","Observed",2025,6,4,12,91,216,24,0.07,85,0.33
"Caribbean","Grenada","PAHO","Observed",2025,7,5,15,106,216,28,0.09,112,0.42
"Caribbean","Grenada","PAHO","Observed",2025,8,6,18,124,216,39,0.12,152,0.54
"Caribbean","Grenada","PAHO","Observed",2025,9,7,20,144,216,46,0.14,198,0.67
"Caribbean","Grenada","PAHO","Observed",2025,10,8,14,158,216,26,0.09,224,0.77
"Caribbean","Grenada","PAHO","Observed",2025,11,9,18,176,216,14,0.05,237,0.82
"Caribbean","Grenada","PAHO","Observed",2025,12,10,41,217,216,13,0.05,250,0.87
"Caribbean","Grenada","PAHO","Observed",2026,1,11,19,19,216,17,0.08,267,0.95
"Caribbean","Grenada","PAHO","Observed",2026,2,12,12,31,216,13,0.05,281,1
"Caribbean","Grenada","PAHO","Observed",2026,3,1,18,49,177,15,0.08,15,0.08
"Caribbean","Grenada","PAHO","Observed",2026,4,2,11,60,177,16,0.08,30,0.16
"Caribbean","Grenada","PAHO","Observed",2026,5,3,20,80,177,30,0.09,60,0.26
"Caribbean","Grenada","PAHO","Observed",2026,6,4,13,93,177,24,0.07,85,0.33
"Caribbean","Grenada","PAHO","Observed",2026,7,5,12,105,177,28,0.09,112,0.42
"Caribbean","Grenada","Estimates","Unobserved",2026,8,6,26,131,177,39,0.12,152,0.54
"Caribbean","Grenada",NA,"Unobserved",2026,9,7,NA,NA,177,46,0.14,198,0.67
"Caribbean","Grenada",NA,"Unobserved",2026,10,8,NA,NA,177,26,0.09,224,0.77
"Caribbean","Grenada",NA,"Unobserved",2026,11,9,NA,NA,177,14,0.05,237,0.82
"Caribbean","Grenada",NA,"Unobserved",2026,12,10,NA,NA,177,13,0.05,250,0.87
"North & Central America","Guatemala","PAHO","Observed",2025,1,12,4342,4342,4342,1359,0.06,29908,1
"North & Central America","Guatemala","PAHO","Observed",2025,2,1,3502,7844,46818,997,0.06,997,0.06
"North & Central America","Guatemala","PAHO","Observed",2025,3,2,5449,13293,46818,1093,0.05,2089,0.11
"North & Central America","Guatemala","PAHO","Observed",2025,4,3,3995,17288,46818,1130,0.05,3220,0.16
"North & Central America","Guatemala","PAHO","Observed",2025,5,4,4924,22212,46818,1701,0.07,4921,0.22
"North & Central America","Guatemala","PAHO","Observed",2025,6,5,5885,28097,46818,3104,0.1,8024,0.32
"North & Central America","Guatemala","PAHO","Observed",2025,7,6,4076,32173,46818,3464,0.11,11489,0.43
"North & Central America","Guatemala","PAHO","Observed",2025,8,7,3747,35920,46818,4218,0.13,15706,0.56
"North & Central America","Guatemala","PAHO","Observed",2025,9,8,4112,40032,46818,4953,0.12,20659,0.68
"North & Central America","Guatemala","PAHO","Observed",2025,10,9,3267,43299,46818,3952,0.12,24611,0.8
"North & Central America","Guatemala","PAHO","Observed",2025,11,10,2728,46027,46818,2623,0.09,27234,0.89
"North & Central America","Guatemala","PAHO","Observed",2025,12,11,2251,48278,46818,1315,0.05,28549,0.94
"North & Central America","Guatemala","PAHO","Observed",2026,1,12,2882,2882,46818,1359,0.06,29908,1
"North & Central America","Guatemala","PAHO","Observed",2026,2,1,3901,6783,42035,997,0.06,997,0.06
"North & Central America","Guatemala","PAHO","Observed",2026,3,2,6348,13131,42035,1093,0.05,2089,0.11
"North & Central America","Guatemala","PAHO","Observed",2026,4,3,4004,17135,42035,1130,0.05,3220,0.16
"North & Central America","Guatemala","PAHO","Observed",2026,5,4,2471,19606,42035,1701,0.07,4921,0.22
"North & Central America","Guatemala","PAHO","Observed",2026,6,5,1184,20790,42035,3104,0.1,8024,0.32
"North & Central America","Guatemala","WHO","Observed",2026,7,6,135,20925,42035,3464,0.11,11489,0.43
"North & Central America","Guatemala","Estimates","Unobserved",2026,8,7,6250,27175,42035,4218,0.13,15706,0.56
"North & Central America","Guatemala",NA,"Unobserved",2026,9,8,NA,NA,42035,4953,0.12,20659,0.68
"North & Central America","Guatemala",NA,"Unobserved",2026,10,9,NA,NA,42035,3952,0.12,24611,0.8
"North & Central America","Guatemala",NA,"Unobserved",2026,11,10,NA,NA,42035,2623,0.09,27234,0.89
"North & Central America","Guatemala",NA,"Unobserved",2026,12,11,NA,NA,42035,1315,0.05,28549,0.94
"South America","French Guiana","Estimates","Unobserved",2025,1,4,37,37,279,686,0.13,1314,0.36
"South America","French Guiana","Estimates","Unobserved",2025,2,5,40,77,279,679,0.14,1994,0.51
"South America","French Guiana","Estimates","Unobserved",2025,3,6,25,102,279,479,0.09,2473,0.6
"South America","French Guiana","WHO","Observed",2025,4,7,175,277,279,375,0.08,2847,0.67
"South America","French Guiana","PAHO","Observed",2025,5,8,33,310,279,343,0.06,3191,0.74
"South America","French Guiana","PAHO","Observed",2025,6,9,24,334,279,347,0.07,3537,0.81
"South America","French Guiana","PAHO","Observed",2025,7,10,12,346,279,241,0.06,3778,0.88
"South America","French Guiana","PAHO","Observed",2025,8,11,18,364,279,224,0.07,4003,0.94
"South America","French Guiana","PAHO","Observed",2025,9,12,17,381,279,130,0.06,4132,1
"South America","French Guiana","PAHO","Observed",2025,10,1,14,395,54,168,0.06,168,0.06
"South America","French Guiana","PAHO","Observed",2025,11,2,11,406,54,268,0.1,436,0.16
"South America","French Guiana","PAHO","Observed",2025,12,3,14,420,54,192,0.07,628,0.23
"South America","French Guiana","PAHO","Observed",2026,1,4,1,1,54,686,0.13,1314,0.36
"South America","French Guiana","PAHO","Observed",2026,2,5,2,3,54,679,0.14,1994,0.51
"South America","French Guiana","PAHO","Observed",2026,3,6,3,6,54,479,0.09,2473,0.6
"South America","French Guiana","PAHO","Observed",2026,4,7,4,10,54,375,0.08,2847,0.67
"South America","French Guiana","PAHO","Observed",2026,5,8,1,11,54,343,0.06,3191,0.74
"South America","French Guiana","WHO","Observed",2026,6,9,0,11,54,347,0.07,3537,0.81
"South America","French Guiana","WHO","Observed",2026,7,10,0,11,54,241,0.06,3778,0.88
"South America","French Guiana","PAHO","Observed",2026,8,11,1,12,54,224,0.07,4003,0.94
"South America","French Guiana",NA,"Unobserved",2026,9,12,NA,NA,54,130,0.06,4132,1
"South America","French Guiana",NA,"Unobserved",2026,10,1,NA,NA,NA,168,0.06,168,0.06
"South America","French Guiana",NA,"Unobserved",2026,11,2,NA,NA,NA,268,0.1,436,0.16
"South America","French Guiana",NA,"Unobserved",2026,12,3,NA,NA,NA,192,0.07,628,0.23
"South America","Guyana","PAHO","Observed",2025,1,1,5033,5033,71136,756,0.08,756,0.08
"South America","Guyana","PAHO","Observed",2025,2,2,4229,9262,71136,741,0.07,1497,0.15
"South America","Guyana","PAHO","Observed",2025,3,3,6799,16061,71136,840,0.07,2337,0.23
"South America","Guyana","PAHO","Observed",2025,4,4,3800,19861,71136,817,0.07,3154,0.3
"South America","Guyana","PAHO","Observed",2025,5,5,8305,28166,71136,1128,0.09,4281,0.39
"South America","Guyana","PAHO","Observed",2025,6,6,10602,38768,71136,1380,0.09,5661,0.49
"South America","Guyana","PAHO","Observed",2025,7,7,5363,44131,71136,1321,0.12,6982,0.6
"South America","Guyana","PAHO","Observed",2025,8,8,4582,48713,71136,979,0.09,7961,0.69
"South America","Guyana","PAHO","Observed",2025,9,9,7474,56187,71136,971,0.09,8933,0.78
"South America","Guyana","PAHO","Observed",2025,10,10,5245,61432,71136,970,0.09,9903,0.86
"South America","Guyana","PAHO","Observed",2025,11,11,5735,67167,71136,828,0.08,10730,0.94
"South America","Guyana","PAHO","Observed",2025,12,12,3969,71136,71136,616,0.06,11346,1
"South America","Guyana","PAHO","Observed",2026,1,1,12141,12141,81843,756,0.08,756,0.08
"South America","Guyana","PAHO","Observed",2026,2,2,7817,19958,81843,741,0.07,1497,0.15
"South America","Guyana","PAHO","Observed",2026,3,3,8202,28160,81843,840,0.07,2337,0.23
"South America","Guyana","PAHO","Observed",2026,4,4,7292,35452,81843,817,0.07,3154,0.3
"South America","Guyana","PAHO","Observed",2026,5,5,3744,39196,81843,1128,0.09,4281,0.39
"South America","Guyana","PAHO","Observed",2026,6,6,562,39758,81843,1380,0.09,5661,0.49
"South America","Guyana","Estimates","Unobserved",2026,7,7,9551,49309,81843,1321,0.12,6982,0.6
"South America","Guyana","Estimates","Unobserved",2026,8,8,7033,56342,81843,979,0.09,7961,0.69
"South America","Guyana",NA,"Unobserved",2026,9,9,NA,NA,81843,971,0.09,8933,0.78
"South America","Guyana",NA,"Unobserved",2026,10,10,NA,NA,81843,970,0.09,9903,0.86
"South America","Guyana",NA,"Unobserved",2026,11,11,NA,NA,81843,828,0.08,10730,0.94
"South America","Guyana",NA,"Unobserved",2026,12,12,NA,NA,81843,616,0.06,11346,1
"North & Central America","Honduras","PAHO","Observed",2025,1,12,1434,1434,1434,1937,0.07,42287,1
"North & Central America","Honduras","PAHO","Observed",2025,2,1,1274,2708,16985,1636,0.06,1636,0.06
"North & Central America","Honduras","PAHO","Observed",2025,3,2,2134,4842,16985,1759,0.05,3395,0.11
"North & Central America","Honduras","PAHO","Observed",2025,4,3,1467,6309,16985,1908,0.06,5303,0.17
"North & Central America","Honduras","PAHO","Observed",2025,5,4,1678,7987,16985,2806,0.08,8109,0.25
"North & Central America","Honduras","PAHO","Observed",2025,6,5,1835,9822,16985,5883,0.12,13992,0.37
"North & Central America","Honduras","PAHO","Observed",2025,7,6,1424,11246,16985,6444,0.12,20436,0.49
"North & Central America","Honduras","PAHO","Observed",2025,8,7,1222,12468,16985,6181,0.11,26617,0.59
"North & Central America","Honduras","PAHO","Observed",2025,9,8,1176,13644,16985,4683,0.09,31300,0.68
"North & Central America","Honduras","PAHO","Observed",2025,10,9,1216,14860,16985,3839,0.1,35139,0.78
"North & Central America","Honduras","PAHO","Observed",2025,11,10,1235,16095,16985,3157,0.09,38296,0.86
"North & Central America","Honduras","PAHO","Observed",2025,12,11,1273,17368,16985,2055,0.06,40351,0.93
"North & Central America","Honduras","PAHO","Observed",2026,1,12,1051,1051,16985,1937,0.07,42287,1
"North & Central America","Honduras","PAHO","Observed",2026,2,1,660,1711,11157,1636,0.06,1636,0.06
"North & Central America","Honduras","PAHO","Observed",2026,3,2,714,2425,11157,1759,0.05,3395,0.11
"North & Central America","Honduras","PAHO","Observed",2026,4,3,769,3194,11157,1908,0.06,5303,0.17
"North & Central America","Honduras","PAHO","Observed",2026,5,4,820,4014,11157,2806,0.08,8109,0.25
"North & Central America","Honduras","PAHO","Observed",2026,6,5,1529,5543,11157,5883,0.12,13992,0.37
"North & Central America","Honduras","PAHO","Observed",2026,7,6,1660,7203,11157,6444,0.12,20436,0.49
"North & Central America","Honduras","PAHO","Observed",2026,8,7,455,7658,11157,6181,0.11,26617,0.59
"North & Central America","Honduras",NA,"Unobserved",2026,9,8,NA,NA,11157,4683,0.09,31300,0.68
"North & Central America","Honduras",NA,"Unobserved",2026,10,9,NA,NA,11157,3839,0.1,35139,0.78
"North & Central America","Honduras",NA,"Unobserved",2026,11,10,NA,NA,11157,3157,0.09,38296,0.86
"North & Central America","Honduras",NA,"Unobserved",2026,12,11,NA,NA,11157,2055,0.06,40351,0.93
"South Asia","India","SEARO","Observed",2025,1,10,4700,4700,12023,7140,0.07,117238,0.92
"South Asia","India","SEARO","Observed",2025,2,11,3806,8506,12023,4579,0.05,121817,0.96
"South Asia","India","SEARO","Observed",2025,3,12,3517,12023,12023,3819,0.04,125636,1
"South Asia","India","SEARO","Observed",2025,4,1,2700,14723,118354,2529,0.02,2529,0.02
"South Asia","India","SEARO","Observed",2025,5,2,3766,18489,118354,3701,0.03,6230,0.05
"South Asia","India","SEARO","Observed",2025,6,3,6459,24948,118354,5615,0.04,11845,0.09
"South Asia","India","SEARO","Observed",2025,7,4,10302,35250,118354,10918,0.08,22762,0.18
"South Asia","India","SEARO","Observed",2025,8,5,14303,49553,118354,14635,0.11,37398,0.29
"South Asia","India","SEARO","Observed",2025,9,6,18803,68356,118354,19743,0.15,57141,0.44
"South Asia","India","SEARO","Observed",2025,10,7,22659,91015,118354,25690,0.2,82831,0.64
"South Asia","India","SEARO","Observed",2025,11,8,22175,113190,118354,17910,0.14,100741,0.77
"South Asia","India","SEARO","Observed",2025,12,9,7539,120729,118354,9357,0.07,110098,0.85
"South Asia","India","SEARO","Observed",2026,1,10,3544,3544,118354,7140,0.07,117238,0.92
"South Asia","India","SEARO","Observed",2026,2,11,3019,6563,118354,4579,0.05,121817,0.96
