"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_calendar","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South America","Bolivia",NA,"Unobserved",2025,12,5,NA,NA,NA,2222,0.07,5791,0.19
"South America","Bolivia","PAHO","Observed",2024,3,8,10093,40853,15615,7277,0.19,23308,0.65
"South America","Bolivia","PAHO","Observed",2024,7,12,1147,96409,1147,624,0.02,36139,1
"South America","Bolivia","WHO","Observed",2024,12,5,3385,114369,17528,2222,0.07,5791,0.19
"South America","Bolivia","PAHO","Observed",2025,7,12,1142,58048,1142,624,0.02,36139,1
"South America","Bolivia","PAHO","Observed",2025,2,7,3443,11851,7619,5836,0.15,16031,0.45
"South America","Bolivia","WHO","Observed",2025,6,11,3759,55461,3832,1290,0.03,35515,0.98
"South America","Bolivia","PAHO","Observed",2024,1,6,8761,8761,28821,4404,0.11,10195,0.3
"South America","Bolivia","PAHO","Observed",2025,4,9,4561,36112,5459,6832,0.19,30141,0.84
"South America","Bolivia","WHO","Observed",2025,4,9,6047,31551,7237,6832,0.19,30141,0.84
"South America","Bolivia","PAHO","Observed",2024,8,1,1038,98594,57644,529,0.02,529,0.02
"South America","Bolivia","WHO","Observed",2024,8,1,1038,99632,57644,529,0.02,529,0.02
"South America","Bolivia","PAHO","Observed",2024,10,3,1681,104222,26053,896,0.03,1931,0.06
"South America","Bolivia","PAHO","Observed",2024,2,7,6619,24141,14646,5836,0.15,16031,0.45
"South America","Bolivia","WHO","Observed",2024,10,3,2050,106272,31772,896,0.03,1931,0.06
"South America","Bolivia","WHO","Observed",2024,2,7,6619,30760,14646,5836,0.15,16031,0.45
"South America","Brazil","PAHO","Observed",2024,3,6,2290460,4785236,4929648,249227,0.22,506516,0.46
"South America","Brazil","PAHO","Observed",2024,7,10,224915,9643106,233534,28732,0.03,1004109,0.96
"South America","Brazil","PAHO","Observed",2025,10,1,194983,3736200,13607897,13776,0.01,13776,0.01
"South America","Brazil","PAHO","Observed",2024,1,4,779705,779705,6125156,76253,0.07,127440,0.13
"South America","Brazil","PAHO","Observed",2025,7,10,95452,3284890,99110,28732,0.03,1004109,0.96
"South America","Brazil","PAHO","Observed",2025,11,2,346294,4082494,11118571,16022,0.02,29798,0.03
"South America","Brazil","PAHO","Observed",2025,2,5,568412,1028997,2310070,129848,0.12,257289,0.25
"South America","Brazil","PAHO","Observed",2025,6,9,210563,3189438,226026,58221,0.06,975377,0.93
"South America","Brazil","PAHO","Observed",2024,5,8,1393356,8908725,1604810,149748,0.16,917156,0.87
"South America","Brazil",NA,"Unobserved",2025,12,3,NA,NA,NA,21389,0.02,51187,0.05
"South America","Brazil","PAHO","Observed",2025,4,7,611476,2507178,857911,260892,0.25,767407,0.71
"South America","Brazil","PAHO","Observed",2025,3,6,866705,1895702,1865368,249227,0.22,506516,0.46
"South America","Brazil","PAHO","Observed",2024,11,2,130359,10120174,4185478,16022,0.02,29798,0.03
"South America","Brazil","PAHO","Observed",2024,9,12,132232,9887507,132232,14964,0.02,1037436,1
"South America","Brazil","PAHO","Observed",2025,1,4,460585,460585,3618234,76253,0.07,127440,0.13
"South America","Brazil","PAHO","Observed",2025,9,12,160776,3541217,160776,14964,0.02,1037436,1
"South America","Brazil","PAHO","Observed",2024,10,1,102308,9989815,7140093,13776,0.01,13776,0.01
"South America","Brazil","PAHO","Observed",2024,12,3,145853,10266027,2684847,21389,0.02,51187,0.05
"South America","Brazil","PAHO","Observed",2024,8,11,112169,9755275,114044,18363,0.02,1022471,0.98
"South America","Brazil","PAHO","Observed",2024,6,9,509466,9418191,546879,58221,0.06,975377,0.93
"South America","Brazil","PAHO","Observed",2025,8,11,95551,3380441,97148,18363,0.02,1022471,0.98
"South America","Brazil","PAHO","Observed",2025,5,8,471697,2978875,543281,149748,0.16,917156,0.87
"South America","Brazil","PAHO","Observed",2024,2,5,1715071,2494776,6970181,129848,0.12,257289,0.25
"South America","Brazil","PAHO","Observed",2024,4,7,2730133,7515369,3830421,260892,0.25,767407,0.71
"Caribbean","Barbados","PAHO","Observed",2025,2,11,16,44,17,129,0.1,1399,0.92
"Caribbean","Barbados","PAHO","Observed",2025,1,10,28,28,34,211,0.16,1270,0.82
"Caribbean","Barbados","Estimates","Unobserved",2025,10,7,1032,1298,2132,191,0.12,777,0.48
"Caribbean","Barbados","PAHO","Observed",2024,7,4,11,1055,60,72,0.05,289,0.18
"Caribbean","Barbados","PAHO","Observed",2025,6,3,87,236,643,78,0.05,217,0.14
"Caribbean","Barbados","PAHO","Observed",2025,8,5,11,259,45,101,0.06,391,0.25
"Caribbean","Barbados","Estimates","Unobserved",2025,11,8,875,2173,1497,166,0.1,943,0.58
"Caribbean","Barbados","PAHO","Observed",2024,10,7,17,1106,35,191,0.12,777,0.48
"Caribbean","Barbados","PAHO","Observed",2024,5,2,15,1039,174,75,0.05,139,0.09
"Caribbean","Barbados","PAHO","Observed",2024,9,6,15,1089,41,195,0.12,586,0.37
"Caribbean","Barbados","PAHO","Observed",2024,1,10,373,373,454,211,0.16,1270,0.82
"Caribbean","Barbados","PAHO","Observed",2025,3,12,12,56,12,104,0.08,1503,1
"Caribbean","Barbados","PAHO","Observed",2025,5,2,75,149,870,75,0.05,139,0.09
"Caribbean","Barbados","PAHO","Observed",2024,8,5,19,1074,77,101,0.06,391,0.25
"Caribbean","Barbados","PAHO","Observed",2024,6,3,5,1044,37,78,0.05,217,0.14
"Caribbean","Barbados","PAHO","Observed",2025,9,6,7,266,19,195,0.12,586,0.37
"Caribbean","Barbados","PAHO","Observed",2024,3,12,214,973,214,104,0.08,1503,1
"Caribbean","Barbados","PAHO","Observed",2024,2,11,386,759,419,129,0.1,1399,0.92
"Caribbean","Barbados","PAHO","Observed",2024,4,1,51,1024,1293,64,0.04,64,0.04
"Caribbean","Barbados","PAHO","Observed",2024,11,8,11,1117,19,166,0.1,943,0.58
"Caribbean","Barbados",NA,"Unobserved",2025,12,9,NA,NA,NA,116,0.08,1059,0.66
"Caribbean","Barbados","PAHO","Observed",2025,4,1,18,74,456,64,0.04,64,0.04
"Caribbean","Barbados","PAHO","Observed",2025,7,4,12,248,66,72,0.05,289,0.18
"Caribbean","Barbados","PAHO","Observed",2024,12,9,16,1133,24,116,0.08,1059,0.66
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,12,8,NA,NA,NA,30,0.09,231,0.66
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,11,7,NA,NA,NA,33,0.09,201,0.57
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,8,4,NA,NA,NA,35,0.1,115,0.31
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,1,9,NA,NA,NA,37,0.1,268,0.76
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,9,5,NA,NA,NA,25,0.08,140,0.39
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,5,1,NA,NA,NA,28,0.07,28,0.07
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,6,2,NA,NA,NA,23,0.06,51,0.13
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,10,6,NA,NA,NA,28,0.09,168,0.47
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,7,3,NA,NA,NA,29,0.08,81,0.21
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,3,11,NA,NA,NA,24,0.09,318,0.93
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,2,10,NA,NA,NA,27,0.08,294,0.84
"East & Southeast Asia","Brunei Darussalam",NA,"Unobserved",NA,4,12,NA,NA,NA,23,0.07,341,1
"South Asia","Bhutan","SEARO","Observed",2025,3,1,1,3,22,57,0.05,57,0.05
"South Asia","Bhutan","SEARO","Observed",2024,3,1,0,0,0,57,0.05,57,0.05
"South Asia","Bhutan","SEARO","Observed",2024,11,9,4,14,5,133,0.11,884,0.76
"South Asia","Bhutan","SEARO","Observed",2024,9,7,1,7,2,147,0.12,609,0.52
"South Asia","Bhutan","SEARO","Observed",2024,1,11,0,0,0,65,0.11,1053,0.95
"South Asia","Bhutan","SEARO","Observed",2025,10,8,1,35,2,143,0.13,751,0.65
"South Asia","Bhutan","SEARO","Observed",2025,6,4,0,4,0,63,0.05,225,0.19
"South Asia","Bhutan","SEARO","Observed",2025,8,6,22,29,55,154,0.14,462,0.4
"South Asia","Bhutan","SEARO","Observed",2024,12,10,3,17,4,104,0.09,988,0.84
"South Asia","Bhutan","SEARO","Observed",2024,2,12,0,0,0,31,0.05,1083,1
"South Asia","Bhutan","SEARO","Observed",2024,5,3,0,0,0,46,0.04,162,0.13
"South Asia","Bhutan","SEARO","Observed",2024,10,8,3,10,5,143,0.13,751,0.65
"South Asia","Bhutan","SEARO","Observed",2025,11,9,0,35,0,133,0.11,884,0.76
"South Asia","Bhutan","SEARO","Observed",2024,7,5,2,2,8,82,0.07,307,0.26
"South Asia","Bhutan","SEARO","Observed",2025,4,2,0,3,0,59,0.05,117,0.1
"South Asia","Bhutan","SEARO","Observed",2024,8,6,4,6,10,154,0.14,462,0.4
"South Asia","Bhutan","SEARO","Observed",2024,6,4,0,0,0,63,0.05,225,0.19
"South Asia","Bhutan","SEARO","Observed",2025,7,5,3,7,11,82,0.07,307,0.26
"South Asia","Bhutan","SEARO","Observed",2025,2,12,0,2,0,31,0.05,1083,1
"South Asia","Bhutan","SEARO","Observed",2025,12,10,NA,NA,0,104,0.09,988,0.84
"South Asia","Bhutan","SEARO","Observed",2025,5,3,1,4,7,46,0.04,162,0.13
"South Asia","Bhutan","SEARO","Observed",2025,1,11,2,2,2,65,0.11,1053,0.95
"South Asia","Bhutan","SEARO","Observed",2025,9,7,5,34,10,147,0.12,609,0.52
"South Asia","Bhutan","SEARO","Observed",2024,4,2,0,0,0,59,0.05,117,0.1
"East & Southeast Asia","China","WHO","Observed",2024,1,11,27,27,27,19,0.01,8501,0.99
"East & Southeast Asia","China","WHO","Observed",2024,7,5,554,958,15444,173,0.02,314,0.04
"East & Southeast Asia","China","WHO","Observed",2024,11,9,5201,23888,5390,745,0.14,8381,0.96
"East & Southeast Asia","China","WHO","Observed",2025,6,4,225,563,20406,89,0.01,141,0.01
"East & Southeast Asia","China","WHO","Observed",2024,9,7,4845,7604,10475,2760,0.3,3760,0.46
"East & Southeast Asia","China","WHO","Observed",2025,10,8,3727,9007,4491,3876,0.37,7636,0.83
"East & Southeast Asia","China","WHO","Observed",2024,3,1,38,107,72599,8,0,8,0
"East & Southeast Asia","China","Estimates","Unobserved",2025,11,9,1178,10185,1221,745,0.14,8381,0.96
"East & Southeast Asia","China","WHO","Observed",2024,6,4,130,404,11790,89,0.01,141,0.01
"East & Southeast Asia","China","WHO","Observed",2024,12,10,442,24330,449,101,0.02,8482,0.98
"East & Southeast Asia","China","WHO","Observed",2024,2,12,42,69,42,9,0.01,8509,1
"East & Southeast Asia","China","WHO","Observed",2024,10,8,11083,18687,13356,3876,0.37,7636,0.83
"East & Southeast Asia","China",NA,"Unobserved",2025,12,10,NA,NA,NA,101,0.02,8482,0.98
"East & Southeast Asia","China","WHO","Observed",2025,8,6,1702,2959,10753,686,0.12,1000,0.16
"East & Southeast Asia","China","WHO","Observed",2025,2,12,51,100,51,9,0.01,8509,1
"East & Southeast Asia","China","WHO","Observed",2024,8,6,1801,2759,11379,686,0.12,1000,0.16
"East & Southeast Asia","China","WHO","Observed",2025,7,5,694,1257,19347,173,0.02,314,0.04
"East & Southeast Asia","China","WHO","Observed",2025,4,2,74,212,56098,14,0,21,0
"East & Southeast Asia","China","WHO","Observed",2025,1,11,49,49,49,19,0.01,8501,0.99
"East & Southeast Asia","China","WHO","Observed",2024,5,3,109,274,33727,30,0,51,0
"East & Southeast Asia","China","WHO","Observed",2024,4,2,58,165,43969,14,0,21,0
"East & Southeast Asia","China","WHO","Observed",2025,9,7,2321,5280,5018,2760,0.3,3760,0.46
"East & Southeast Asia","China","WHO","Observed",2025,5,3,126,338,38988,30,0,51,0
"East & Southeast Asia","China","WHO","Observed",2025,3,1,38,138,72599,8,0,8,0
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,1,1,115,115,3238,132,0.04,132,0.04
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,3,3,42,234,465,88,0.03,323,0.09
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,6,6,1644,2017,5516,644,0.14,1184,0.3
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,9,9,308,5922,339,336,0.09,3714,0.91
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,4,4,15,58,137,62,0.02,385,0.11
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,5,5,115,373,739,155,0.05,540,0.16
"Sub-Saharan Africa","Cote D'ivoire",NA,"Unobserved",2025,12,12,NA,NA,NA,72,0.02,4026,1
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,1,1,23,23,648,132,0.04,132,0.04
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,7,7,2043,4060,3707,1069,0.25,2253,0.55
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,9,9,28,337,31,336,0.09,3714,0.91
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,8,8,39,309,47,1124,0.27,3377,0.82
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,5,5,28,86,180,155,0.05,540,0.16
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,4,4,24,258,219,62,0.02,385,0.11
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,11,11,62,6114,63,99,0.03,3954,0.98
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,7,7,106,270,192,1069,0.25,2253,0.55
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,12,12,20,6134,20,72,0.02,4026,1
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,10,10,0,337,0,142,0.04,3855,0.95
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,2,2,77,192,1200,103,0.03,234,0.06
"Sub-Saharan Africa","Cote D'ivoire","Estimates","Unobserved",2025,11,11,253,590,259,99,0.03,3954,0.98
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,2,2,5,28,78,103,0.03,234,0.06
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,6,6,78,164,262,644,0.14,1184,0.3
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,3,3,15,43,166,88,0.03,323,0.09
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,8,8,1554,5614,1890,1124,0.27,3377,0.82
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2024,10,10,130,6052,137,142,0.04,3855,0.95
"Pacific Islands","Cook Islands",NA,"Unobserved",2025,12,1,NA,NA,NA,7,0.01,7,0.01
"Pacific Islands","Cook Islands","WHO","Observed",2025,9,10,40,129,41,10,0.04,352,0.97
"Pacific Islands","Cook Islands","WHO","Observed",2025,8,9,18,89,19,14,0.03,342,0.93
"Pacific Islands","Cook Islands","WHO","Observed",2025,2,3,1,1,5,50,0.15,68,0.19
"Pacific Islands","Cook Islands","WHO","Observed",2025,10,11,33,162,34,5,0.02,357,0.98
"Pacific Islands","Cook Islands","Estimates","Unobserved",2025,11,12,144,306,144,4,0.02,361,1
"Pacific Islands","Cook Islands","WHO","Observed",2025,1,2,0,0,0,11,0.03,18,0.04
"Pacific Islands","Cook Islands","WHO","Observed",2025,3,4,0,1,0,98,0.29,166,0.47
"Pacific Islands","Cook Islands","WHO","Observed",2025,7,8,34,71,38,23,0.06,328,0.89
"Pacific Islands","Cook Islands",NA,"Unobserved",2024,11,12,NA,NA,NA,4,0.02,361,1
"Pacific Islands","Cook Islands",NA,"Unobserved",2024,12,1,NA,NA,NA,7,0.01,7,0.01
"Pacific Islands","Cook Islands","WHO","Observed",2024,9,10,0,0,0,10,0.04,352,0.97
"Pacific Islands","Cook Islands","WHO","Observed",2024,8,9,0,0,0,14,0.03,342,0.93
"Pacific Islands","Cook Islands","WHO","Observed",2024,7,8,0,0,0,23,0.06,328,0.89
"Pacific Islands","Cook Islands","WHO","Observed",2025,6,7,23,37,27,28,0.07,305,0.84
"Pacific Islands","Cook Islands","WHO","Observed",2024,4,5,0,0,0,64,0.17,229,0.64
"Pacific Islands","Cook Islands","WHO","Observed",2025,5,6,12,14,16,48,0.13,277,0.77
"Pacific Islands","Cook Islands","WHO","Observed",2024,6,7,0,0,0,28,0.07,305,0.84
"Pacific Islands","Cook Islands","WHO","Observed",2024,1,2,0,0,0,11,0.03,18,0.04
"Pacific Islands","Cook Islands","WHO","Observed",2024,2,3,0,0,0,50,0.15,68,0.19
"Pacific Islands","Cook Islands","WHO","Observed",2024,5,6,0,0,0,48,0.13,277,0.77
"Pacific Islands","Cook Islands",NA,"Unobserved",2024,10,11,NA,NA,NA,5,0.02,357,0.98
"Pacific Islands","Cook Islands","WHO","Observed",2024,3,4,0,0,0,98,0.29,166,0.47
"Pacific Islands","Cook Islands","WHO","Observed",2025,4,5,1,2,2,64,0.17,229,0.64
"South America","Colombia","PAHO","Observed",2024,9,9,20870,279015,26400,6406,0.07,75719,0.79
"South America","Colombia","PAHO","Observed",2025,5,5,11614,76398,25330,10600,0.11,44942,0.46
"South America","Colombia","PAHO","Observed",2024,4,4,45603,128881,129265,9511,0.09,34342,0.35
"South America","Colombia","PAHO","Observed",2025,11,11,10695,121851,11483,5266,0.07,86808,0.93
"South America","Colombia","PAHO","Observed",2024,3,3,27938,83278,108013,8856,0.09,24831,0.26
"South America","Colombia","PAHO","Observed",2024,12,12,12840,320982,12840,4940,0.07,91747,1
"South America","Colombia","PAHO","Observed",2025,6,6,11049,87447,19983,9312,0.09,54254,0.55
"South America","Colombia","PAHO","Observed",2025,9,9,6506,106541,8230,6406,0.07,75719,0.79
"South America","Colombia","PAHO","Observed",2024,8,8,20510,258145,28625,7016,0.07,69312,0.72
"South America","Colombia","PAHO","Observed",2024,5,5,37453,166334,81684,10600,0.11,44942,0.46
"South America","Colombia","PAHO","Observed",2024,1,1,27649,27649,302159,7898,0.09,7898,0.09
"South America","Colombia","PAHO","Observed",2024,7,7,35951,237635,55947,8042,0.09,62296,0.64
"South America","Colombia","PAHO","Observed",2025,3,3,16984,51483,65663,8856,0.09,24831,0.26
"South America","Colombia","PAHO","Observed",2025,8,8,5159,100035,7200,7016,0.07,69312,0.72
"South America","Colombia","PAHO","Observed",2025,1,1,19794,19794,216317,7898,0.09,7898,0.09
"South America","Colombia","PAHO","Observed",2024,10,10,14547,293562,16862,5823,0.07,81542,0.86
"South America","Colombia","PAHO","Observed",2025,10,10,4615,111156,5350,5823,0.07,81542,0.86
"South America","Colombia","PAHO","Observed",2025,7,7,7429,94876,11561,8042,0.09,62296,0.64
"South America","Colombia","PAHO","Observed",2024,11,11,14580,308142,15655,5266,0.07,86808,0.93
"South America","Colombia","PAHO","Observed",2025,2,2,14705,34499,84857,8077,0.08,15975,0.17
"South America","Colombia","PAHO","Observed",2025,4,4,13301,64784,37703,9511,0.09,34342,0.35
"South America","Colombia","PAHO","Observed",2024,6,6,35350,201684,63933,9312,0.09,54254,0.55
"South America","Colombia","PAHO","Observed",2024,2,2,27691,55340,159794,8077,0.08,15975,0.17
"South America","Colombia",NA,"Unobserved",2025,12,12,NA,NA,NA,4940,0.07,91747,1
"North & Central America","Costa Rica","PAHO","Observed",2024,3,12,961,6087,961,904,0.04,28283,1
"North & Central America","Costa Rica","PAHO","Observed",2025,10,7,1132,5036,1705,3228,0.11,18528,0.66
"North & Central America","Costa Rica","PAHO","Observed",2025,2,11,262,801,272,1161,0.04,27379,0.96
"North & Central America","Costa Rica","PAHO","Observed",2024,4,1,1116,7203,33429,902,0.03,902,0.03
"North & Central America","Costa Rica","PAHO","Observed",2025,9,6,943,3904,1693,3169,0.11,15300,0.56
"North & Central America","Costa Rica","PAHO","Observed",2025,11,8,1188,6224,1542,3331,0.11,21859,0.77
"North & Central America","Costa Rica","PAHO","Observed",2024,1,10,3492,3492,3797,2264,0.08,26218,0.92
"North & Central America","Costa Rica","PAHO","Observed",2025,1,10,539,539,586,2264,0.08,26218,0.92
"North & Central America","Costa Rica","PAHO","Observed",2025,8,5,684,2961,1520,3647,0.13,12130,0.45
"North & Central America","Costa Rica",NA,"Unobserved",2025,12,9,NA,NA,NA,2094,0.07,23954,0.84
"North & Central America","Costa Rica","PAHO","Observed",2024,2,11,1634,5126,1694,1161,0.04,27379,0.96
"North & Central America","Costa Rica","PAHO","Observed",2024,6,3,2813,11438,15131,2495,0.1,4959,0.19
"North & Central America","Costa Rica","PAHO","Observed",2024,8,5,4533,20654,10074,3647,0.13,12130,0.45
"North & Central America","Costa Rica","PAHO","Observed",2025,4,1,164,1250,4912,902,0.03,902,0.03
"North & Central America","Costa Rica","PAHO","Observed",2024,5,2,1422,8625,15648,1562,0.06,2464,0.09
"North & Central America","Costa Rica","PAHO","Observed",2024,11,8,1714,30285,2225,3331,0.11,21859,0.77
"North & Central America","Costa Rica","PAHO","Observed",2024,9,6,5176,25830,9291,3169,0.11,15300,0.56
"North & Central America","Costa Rica","PAHO","Observed",2025,7,4,511,2277,1597,3525,0.13,8484,0.32
"North & Central America","Costa Rica","PAHO","Observed",2025,5,2,184,1434,2025,1562,0.06,2464,0.09
"North & Central America","Costa Rica","PAHO","Observed",2024,10,7,2741,28571,4128,3228,0.11,18528,0.66
"North & Central America","Costa Rica","PAHO","Observed",2024,12,9,974,31259,1165,2094,0.07,23954,0.84
"North & Central America","Costa Rica","PAHO","Observed",2025,6,3,332,1766,1786,2495,0.1,4959,0.19
"North & Central America","Costa Rica","PAHO","Observed",2024,7,4,4683,16121,14635,3525,0.13,8484,0.32
"North & Central America","Costa Rica","PAHO","Observed",2025,3,12,285,1086,285,904,0.04,28283,1
"Caribbean","Cuba","Estimates","Unobserved",2025,8,5,661,7456,2001,301,0.08,1263,0.33
"Caribbean","Cuba",NA,"Unobserved",2024,11,8,NA,NA,NA,235,0.07,2065,0.56
"Caribbean","Cuba","Estimates","Unobserved",2025,2,11,230,660,244,84,0.03,3408,0.94
"Caribbean","Cuba","Estimates","Unobserved",2025,1,10,430,430,470,156,0.05,3324,0.92
"Caribbean","Cuba",NA,"Unobserved",2024,2,11,NA,NA,NA,84,0.03,3408,0.94
"Caribbean","Cuba","Estimates","Unobserved",2025,3,12,505,1165,505,223,0.06,3631,1
"Caribbean","Cuba","WHO","Observed",2025,9,6,2574,10030,6286,279,0.08,1542,0.41
"Caribbean","Cuba","Estimates","Unobserved",2025,4,1,162,1327,8697,66,0.02,66,0.02
"Caribbean","Cuba","Estimates","Unobserved",2025,5,2,227,1554,5078,91,0.03,157,0.04
"Caribbean","Cuba",NA,"Unobserved",2024,10,7,NA,NA,NA,288,0.08,1830,0.49
"Caribbean","Cuba",NA,"Unobserved",2024,4,1,NA,NA,NA,66,0.02,66,0.02
"Caribbean","Cuba",NA,"Unobserved",2024,5,2,NA,NA,NA,91,0.03,157,0.04
"Caribbean","Cuba",NA,"Unobserved",2024,3,12,NA,NA,NA,223,0.06,3631,1
"Caribbean","Cuba",NA,"Unobserved",2024,9,6,NA,NA,NA,279,0.08,1542,0.41
