date,country,iso3,cases,Year,Month,Month.Year
2017-09-03,Philippines,PHL,4797,2017,9,9-2017
2017-09-10,Philippines,PHL,4025,2017,9,9-2017
2017-09-17,Philippines,PHL,3807,2017,9,9-2017
2017-09-24,Philippines,PHL,3422,2017,9,9-2017
2017-10-01,Philippines,PHL,3120,2017,10,10-2017
2017-10-08,Philippines,PHL,2985,2017,10,10-2017
2017-10-15,Philippines,PHL,2822,2017,10,10-2017
2017-10-22,Philippines,PHL,3129,2017,10,10-2017
2017-10-29,Philippines,PHL,2634,2017,10,10-2017
2017-11-05,Philippines,PHL,2747,2017,11,11-2017
2017-11-12,Philippines,PHL,2363,2017,11,11-2017
2017-11-19,Philippines,PHL,1370,2017,11,11-2017
2017-11-26,Philippines,PHL,350,2017,11,11-2017
2017-12-31,Philippines,PHL,2794,2017,12,12-2017
2018-01-01,Philippines,PHL,216190,2018,1,1-2018
2018-01-07,Philippines,PHL,3211,2018,1,1-2018
2018-01-14,Philippines,PHL,3177,2018,1,1-2018
2018-01-21,Philippines,PHL,3067,2018,1,1-2018
2018-01-28,Philippines,PHL,2995,2018,1,1-2018
2018-02-04,Philippines,PHL,2696,2018,2,2-2018
2018-02-11,Philippines,PHL,2133,2018,2,2-2018
2018-02-18,Philippines,PHL,2287,2018,2,2-2018
2018-02-25,Philippines,PHL,2290,2018,2,2-2018
2018-03-04,Philippines,PHL,2142,2018,3,3-2018
2018-03-11,Philippines,PHL,1881,2018,3,3-2018
2018-03-18,Philippines,PHL,1469,2018,3,3-2018
2018-03-25,Philippines,PHL,1472,2018,3,3-2018
2018-04-01,Philippines,PHL,1437,2018,4,4-2018
2018-04-08,Philippines,PHL,1364,2018,4,4-2018
2018-04-15,Philippines,PHL,1367,2018,4,4-2018
2018-04-22,Philippines,PHL,1408,2018,4,4-2018
2018-04-29,Philippines,PHL,1411,2018,4,4-2018
2018-05-06,Philippines,PHL,1528,2018,5,5-2018
2018-05-13,Philippines,PHL,1757,2018,5,5-2018
2018-05-20,Philippines,PHL,1873,2018,5,5-2018
2018-05-27,Philippines,PHL,2103,2018,5,5-2018
2018-06-03,Philippines,PHL,2596,2018,6,6-2018
2018-06-10,Philippines,PHL,2524,2018,6,6-2018
2018-06-17,Philippines,PHL,3508,2018,6,6-2018
2018-06-24,Philippines,PHL,4190,2018,6,6-2018
2018-07-01,Philippines,PHL,4835,2018,7,7-2018
2018-07-08,Philippines,PHL,5555,2018,7,7-2018
2018-07-15,Philippines,PHL,6161,2018,7,7-2018
2018-07-22,Philippines,PHL,6580,2018,7,7-2018
2018-07-29,Philippines,PHL,7224,2018,7,7-2018
2018-08-05,Philippines,PHL,7869,2018,8,8-2018
2018-08-12,Philippines,PHL,7494,2018,8,8-2018
2018-08-19,Philippines,PHL,7233,2018,8,8-2018
2018-08-26,Philippines,PHL,7387,2018,8,8-2018
2018-09-02,Philippines,PHL,7126,2018,9,9-2018
2018-09-09,Philippines,PHL,6186,2018,9,9-2018
2018-09-16,Philippines,PHL,6490,2018,9,9-2018
2018-09-23,Philippines,PHL,6531,2018,9,9-2018
2018-09-30,Philippines,PHL,6459,2018,9,9-2018
2018-10-07,Philippines,PHL,7254,2018,10,10-2018
2018-10-14,Philippines,PHL,6918,2018,10,10-2018
2018-10-21,Philippines,PHL,6694,2018,10,10-2018
2018-10-28,Philippines,PHL,6660,2018,10,10-2018
2018-11-04,Philippines,PHL,6663,2018,11,11-2018
2018-11-11,Philippines,PHL,6628,2018,11,11-2018
2018-11-18,Philippines,PHL,6065,2018,11,11-2018
2018-11-25,Philippines,PHL,5388,2018,11,11-2018
2018-12-02,Philippines,PHL,4675,2018,12,12-2018
2018-12-09,Philippines,PHL,3432,2018,12,12-2018
2018-12-16,Philippines,PHL,718,2018,12,12-2018
2018-12-30,Philippines,PHL,5629,2018,12,12-2018
2019-01-01,Philippines,PHL,437563,2019,1,1-2019
2019-01-06,Philippines,PHL,7891,2019,1,1-2019
2019-01-13,Philippines,PHL,7726,2019,1,1-2019
2019-01-20,Philippines,PHL,6953,2019,1,1-2019
2019-01-27,Philippines,PHL,6898,2019,1,1-2019
2019-02-03,Philippines,PHL,6015,2019,2,2-2019
2019-02-10,Philippines,PHL,5408,2019,2,2-2019
2019-02-17,Philippines,PHL,4856,2019,2,2-2019
2019-02-24,Philippines,PHL,4249,2019,2,2-2019
2019-03-03,Philippines,PHL,3973,2019,3,3-2019
2019-03-10,Philippines,PHL,3642,2019,3,3-2019
2019-03-17,Philippines,PHL,3145,2019,3,3-2019
2019-03-24,Philippines,PHL,2538,2019,3,3-2019
2019-03-31,Philippines,PHL,2428,2019,3,3-2019
2019-04-07,Philippines,PHL,2097,2019,4,4-2019
2019-04-14,Philippines,PHL,2041,2019,4,4-2019
2019-04-21,Philippines,PHL,2428,2019,4,4-2019
2019-04-28,Philippines,PHL,2538,2019,4,4-2019
2019-05-05,Philippines,PHL,2649,2019,5,5-2019
2019-05-12,Philippines,PHL,2869,2019,5,5-2019
2019-05-19,Philippines,PHL,3090,2019,5,5-2019
2019-05-26,Philippines,PHL,3752,2019,5,5-2019
2019-06-02,Philippines,PHL,4690,2019,6,6-2019
2019-06-09,Philippines,PHL,5849,2019,6,6-2019
2019-06-16,Philippines,PHL,7836,2019,6,6-2019
2019-06-23,Philippines,PHL,9326,2019,6,6-2019
2019-06-30,Philippines,PHL,11644,2019,6,6-2019
2019-07-07,Philippines,PHL,14403,2019,7,7-2019
2019-07-14,Philippines,PHL,17052,2019,7,7-2019
2019-07-21,Philippines,PHL,20419,2019,7,7-2019
2019-07-28,Philippines,PHL,21743,2019,7,7-2019
2019-08-04,Philippines,PHL,20419,2019,8,8-2019
2019-08-11,Philippines,PHL,20584,2019,8,8-2019
2019-08-18,Philippines,PHL,20916,2019,8,8-2019
2019-08-25,Philippines,PHL,19481,2019,8,8-2019
2019-09-01,Philippines,PHL,19867,2019,9,9-2019
2019-09-08,Philippines,PHL,15397,2019,9,9-2019
2019-09-15,Philippines,PHL,13686,2019,9,9-2019
2019-09-22,Philippines,PHL,13024,2019,9,9-2019
2019-09-29,Philippines,PHL,11865,2019,9,9-2019
2019-10-06,Philippines,PHL,11534,2019,10,10-2019
2019-10-13,Philippines,PHL,9713,2019,10,10-2019
2019-10-20,Philippines,PHL,7891,2019,10,10-2019
2019-10-27,Philippines,PHL,7395,2019,10,10-2019
2019-11-03,Philippines,PHL,7119,2019,11,11-2019
2019-11-10,Philippines,PHL,6677,2019,11,11-2019
2019-11-17,Philippines,PHL,5573,2019,11,11-2019
2019-11-24,Philippines,PHL,5187,2019,11,11-2019
2019-12-01,Philippines,PHL,5022,2019,12,12-2019
2019-12-08,Philippines,PHL,4580,2019,12,12-2019
2019-12-15,Philippines,PHL,3532,2019,12,12-2019
2019-12-22,Philippines,PHL,2538,2019,12,12-2019
2019-12-29,Philippines,PHL,3084,2019,12,12-2019
2020-01-01,Philippines,PHL,88595,2020,1,1-2020
2021-01-01,Philippines,PHL,79592,2021,1,1-2021
2022-01-02,Philippines,PHL,1685,2022,1,1-2022
2022-01-09,Philippines,PHL,1146,2022,1,1-2022
2022-01-16,Philippines,PHL,1143,2022,1,1-2022
2022-01-23,Philippines,PHL,1034,2022,1,1-2022
2022-01-30,Philippines,PHL,1459,2022,1,1-2022
2022-02-06,Philippines,PHL,1243,2022,2,2-2022
2022-02-13,Philippines,PHL,1418,2022,2,2-2022
2022-02-20,Philippines,PHL,1344,2022,2,2-2022
2022-02-27,Philippines,PHL,1484,2022,2,2-2022
2022-03-06,Philippines,PHL,1553,2022,3,3-2022
2022-03-13,Philippines,PHL,1622,2022,3,3-2022
2022-03-20,Philippines,PHL,1905,2022,3,3-2022
2022-03-27,Philippines,PHL,2152,2022,3,3-2022
2022-04-03,Philippines,PHL,2293,2022,4,4-2022
2022-04-10,Philippines,PHL,2326,2022,4,4-2022
2022-04-17,Philippines,PHL,2716,2022,4,4-2022
2022-04-24,Philippines,PHL,2677,2022,4,4-2022
2022-05-01,Philippines,PHL,3389,2022,5,5-2022
2022-05-08,Philippines,PHL,3958,2022,5,5-2022
2022-05-15,Philippines,PHL,4812,2022,5,5-2022
2022-05-22,Philippines,PHL,5167,2022,5,5-2022
2022-05-29,Philippines,PHL,5557,2022,5,5-2022
2022-06-05,Philippines,PHL,6626,2022,6,6-2022
2022-06-12,Philippines,PHL,7409,2022,6,6-2022
2022-06-19,Philippines,PHL,8692,2022,6,6-2022
2022-06-26,Philippines,PHL,8546,2022,6,6-2022
2022-07-03,Philippines,PHL,9579,2022,7,7-2022
2022-07-10,Philippines,PHL,10541,2022,7,7-2022
2022-07-17,Philippines,PHL,9931,2022,7,7-2022
2022-07-24,Philippines,PHL,9107,2022,7,7-2022
2022-07-31,Philippines,PHL,9104,2022,7,7-2022
2022-08-07,Philippines,PHL,9245,2022,8,8-2022
2022-08-14,Philippines,PHL,8420,2022,8,8-2022
2022-08-21,Philippines,PHL,7525,2022,8,8-2022
2022-08-28,Philippines,PHL,7237,2022,8,8-2022
2022-09-04,Philippines,PHL,7305,2022,9,9-2022
2022-09-11,Philippines,PHL,6410,2022,9,9-2022
2022-09-18,Philippines,PHL,5550,2022,9,9-2022
2022-09-25,Philippines,PHL,4976,2022,9,9-2022
2022-10-02,Philippines,PHL,3866,2022,10,10-2022
2022-10-09,Philippines,PHL,3435,2022,10,10-2022
2022-10-16,Philippines,PHL,3825,2022,10,10-2022
2022-10-23,Philippines,PHL,3501,2022,10,10-2022
2022-10-30,Philippines,PHL,3570,2022,10,10-2022
2022-11-06,Philippines,PHL,3781,2022,11,11-2022
2022-11-13,Philippines,PHL,3457,2022,11,11-2022
2022-11-20,Philippines,PHL,3097,2022,11,11-2022
2022-11-27,Philippines,PHL,2166,2022,11,11-2022
2022-12-04,Philippines,PHL,485,2022,12,12-2022
2017-04-03,Pitcairn,PCN,0,2017,4,4-2017
2017-04-10,Pitcairn,PCN,0,2017,4,4-2017
2017-04-17,Pitcairn,PCN,0,2017,4,4-2017
2017-05-01,Pitcairn,PCN,0,2017,5,5-2017
2017-05-08,Pitcairn,PCN,0,2017,5,5-2017
2017-05-15,Pitcairn,PCN,0,2017,5,5-2017
2017-06-05,Pitcairn,PCN,0,2017,6,6-2017
2017-06-12,Pitcairn,PCN,0,2017,6,6-2017
2017-06-19,Pitcairn,PCN,0,2017,6,6-2017
2017-07-03,Pitcairn,PCN,0,2017,7,7-2017
2017-07-10,Pitcairn,PCN,0,2017,7,7-2017
2017-07-17,Pitcairn,PCN,0,2017,7,7-2017
2017-07-24,Pitcairn,PCN,0,2017,7,7-2017
2017-07-31,Pitcairn,PCN,0,2017,7,7-2017
2017-08-07,Pitcairn,PCN,0,2017,8,8-2017
2017-08-21,Pitcairn,PCN,0,2017,8,8-2017
2017-08-28,Pitcairn,PCN,0,2017,8,8-2017
2017-09-11,Pitcairn,PCN,0,2017,9,9-2017
2017-09-18,Pitcairn,PCN,0,2017,9,9-2017
2017-09-25,Pitcairn,PCN,0,2017,9,9-2017
2017-10-09,Pitcairn,PCN,0,2017,10,10-2017
2017-10-16,Pitcairn,PCN,0,2017,10,10-2017
2017-10-23,Pitcairn,PCN,0,2017,10,10-2017
2017-11-06,Pitcairn,PCN,0,2017,11,11-2017
2017-11-13,Pitcairn,PCN,0,2017,11,11-2017
2017-12-04,Pitcairn,PCN,0,2017,12,12-2017
2018-01-01,Pitcairn,PCN,0,2018,1,1-2018
2018-01-08,Pitcairn,PCN,0,2018,1,1-2018
2018-02-05,Pitcairn,PCN,0,2018,2,2-2018
2018-03-05,Pitcairn,PCN,0,2018,3,3-2018
2018-03-12,Pitcairn,PCN,0,2018,3,3-2018
2018-03-19,Pitcairn,PCN,0,2018,3,3-2018
2018-04-09,Pitcairn,PCN,0,2018,4,4-2018
2018-04-23,Pitcairn,PCN,0,2018,4,4-2018
2018-04-30,Pitcairn,PCN,0,2018,4,4-2018
2018-05-07,Pitcairn,PCN,0,2018,5,5-2018
2018-05-14,Pitcairn,PCN,0,2018,5,5-2018
2018-05-21,Pitcairn,PCN,0,2018,5,5-2018
2018-05-28,Pitcairn,PCN,0,2018,5,5-2018
2018-06-11,Pitcairn,PCN,0,2018,6,6-2018
2018-06-18,Pitcairn,PCN,0,2018,6,6-2018
2018-06-25,Pitcairn,PCN,0,2018,6,6-2018
2018-07-09,Pitcairn,PCN,0,2018,7,7-2018
2018-07-16,Pitcairn,PCN,0,2018,7,7-2018
2018-07-23,Pitcairn,PCN,0,2018,7,7-2018
2018-07-30,Pitcairn,PCN,0,2018,7,7-2018
2018-08-06,Pitcairn,PCN,0,2018,8,8-2018
2018-08-13,Pitcairn,PCN,0,2018,8,8-2018
2018-08-20,Pitcairn,PCN,0,2018,8,8-2018
2018-08-27,Pitcairn,PCN,0,2018,8,8-2018
2018-09-03,Pitcairn,PCN,0,2018,9,9-2018
2018-09-10,Pitcairn,PCN,0,2018,9,9-2018
2018-09-17,Pitcairn,PCN,0,2018,9,9-2018
2018-09-24,Pitcairn,PCN,0,2018,9,9-2018
2018-10-01,Pitcairn,PCN,0,2018,10,10-2018
2018-10-15,Pitcairn,PCN,0,2018,10,10-2018
2018-10-22,Pitcairn,PCN,0,2018,10,10-2018
2018-10-29,Pitcairn,PCN,0,2018,10,10-2018
2018-11-05,Pitcairn,PCN,0,2018,11,11-2018
2018-11-12,Pitcairn,PCN,0,2018,11,11-2018
2018-12-03,Pitcairn,PCN,0,2018,12,12-2018
2018-12-10,Pitcairn,PCN,0,2018,12,12-2018
2018-12-31,Pitcairn,PCN,0,2018,12,12-2018
2019-01-14,Pitcairn,PCN,0,2019,1,1-2019
2019-01-21,Pitcairn,PCN,0,2019,1,1-2019
2019-01-28,Pitcairn,PCN,0,2019,1,1-2019
2019-02-04,Pitcairn,PCN,0,2019,2,2-2019
2019-02-11,Pitcairn,PCN,0,2019,2,2-2019
2019-02-18,Pitcairn,PCN,0,2019,2,2-2019
2019-02-25,Pitcairn,PCN,0,2019,2,2-2019
2019-03-04,Pitcairn,PCN,0,2019,3,3-2019
2019-03-11,Pitcairn,PCN,0,2019,3,3-2019
2019-04-08,Pitcairn,PCN,0,2019,4,4-2019
2019-04-15,Pitcairn,PCN,0,2019,4,4-2019
2019-04-22,Pitcairn,PCN,0,2019,4,4-2019
2019-04-29,Pitcairn,PCN,0,2019,4,4-2019
2019-05-06,Pitcairn,PCN,0,2019,5,5-2019
2019-05-13,Pitcairn,PCN,0,2019,5,5-2019
2019-05-20,Pitcairn,PCN,0,2019,5,5-2019
2019-05-27,Pitcairn,PCN,0,2019,5,5-2019
2019-06-03,Pitcairn,PCN,0,2019,6,6-2019
2019-06-17,Pitcairn,PCN,0,2019,6,6-2019
2019-07-01,Pitcairn,PCN,0,2019,7,7-2019
2019-07-08,Pitcairn,PCN,0,2019,7,7-2019
2019-07-15,Pitcairn,PCN,0,2019,7,7-2019
2019-07-29,Pitcairn,PCN,0,2019,7,7-2019
2019-08-05,Pitcairn,PCN,0,2019,8,8-2019
2019-08-12,Pitcairn,PCN,0,2019,8,8-2019
2019-08-19,Pitcairn,PCN,0,2019,8,8-2019
2019-08-26,Pitcairn,PCN,0,2019,8,8-2019
2019-09-02,Pitcairn,PCN,0,2019,9,9-2019
2019-09-09,Pitcairn,PCN,0,2019,9,9-2019
2019-09-16,Pitcairn,PCN,0,2019,9,9-2019
2019-09-30,Pitcairn,PCN,0,2019,9,9-2019
2019-10-14,Pitcairn,PCN,0,2019,10,10-2019
2019-10-21,Pitcairn,PCN,0,2019,10,10-2019
2019-12-02,Pitcairn,PCN,0,2019,12,12-2019
2019-12-09,Pitcairn,PCN,0,2019,12,12-2019
2019-12-30,Pitcairn,PCN,0,2019,12,12-2019
2020-01-13,Pitcairn,PCN,0,2020,1,1-2020
2020-01-20,Pitcairn,PCN,0,2020,1,1-2020
2020-01-27,Pitcairn,PCN,0,2020,1,1-2020
2020-02-03,Pitcairn,PCN,0,2020,2,2-2020
2020-02-17,Pitcairn,PCN,0,2020,2,2-2020
2020-02-24,Pitcairn,PCN,0,2020,2,2-2020
2020-03-02,Pitcairn,PCN,0,2020,3,3-2020
2020-03-09,Pitcairn,PCN,0,2020,3,3-2020
2020-03-23,Pitcairn,PCN,0,2020,3,3-2020
2020-04-06,Pitcairn,PCN,0,2020,4,4-2020
2020-04-13,Pitcairn,PCN,0,2020,4,4-2020
2020-04-20,Pitcairn,PCN,0,2020,4,4-2020
2020-04-27,Pitcairn,PCN,0,2020,4,4-2020
2020-05-11,Pitcairn,PCN,0,2020,5,5-2020
2020-05-18,Pitcairn,PCN,0,2020,5,5-2020
2020-05-25,Pitcairn,PCN,0,2020,5,5-2020
2020-09-21,Pitcairn,PCN,0,2020,9,9-2020
2021-09-20,Pitcairn,PCN,0,2021,9,9-2021
2021-09-27,Pitcairn,PCN,0,2021,9,9-2021
2021-10-04,Pitcairn,PCN,0,2021,10,10-2021
2021-10-11,Pitcairn,PCN,0,2021,10,10-2021
2021-10-18,Pitcairn,PCN,0,2021,10,10-2021
2021-10-25,Pitcairn,PCN,0,2021,10,10-2021
2021-11-01,Pitcairn,PCN,0,2021,11,11-2021
2021-11-08,Pitcairn,PCN,0,2021,11,11-2021
2021-11-15,Pitcairn,PCN,0,2021,11,11-2021
2021-11-22,Pitcairn,PCN,0,2021,11,11-2021
2021-11-29,Pitcairn,PCN,0,2021,11,11-2021
2021-12-06,Pitcairn,PCN,0,2021,12,12-2021
2021-12-13,Pitcairn,PCN,0,2021,12,12-2021
2021-12-20,Pitcairn,PCN,0,2021,12,12-2021
2021-12-27,Pitcairn,PCN,0,2021,12,12-2021
2022-01-03,Pitcairn,PCN,0,2022,1,1-2022
2022-01-10,Pitcairn,PCN,0,2022,1,1-2022
2022-01-24,Pitcairn,PCN,0,2022,1,1-2022
2022-01-31,Pitcairn,PCN,0,2022,1,1-2022
2022-02-07,Pitcairn,PCN,0,2022,2,2-2022
2022-02-14,Pitcairn,PCN,0,2022,2,2-2022
2022-02-21,Pitcairn,PCN,0,2022,2,2-2022
2022-02-28,Pitcairn,PCN,0,2022,2,2-2022
2022-03-21,Pitcairn,PCN,0,2022,3,3-2022
2022-04-18,Pitcairn,PCN,0,2022,4,4-2022
2022-04-25,Pitcairn,PCN,0,2022,4,4-2022
2022-05-09,Pitcairn,PCN,0,2022,5,5-2022
2022-05-16,Pitcairn,PCN,0,2022,5,5-2022
2022-05-23,Pitcairn,PCN,0,2022,5,5-2022
2022-06-05,Pitcairn,PCN,0,2022,6,6-2022
2022-06-06,Pitcairn,PCN,0,2022,6,6-2022
2022-06-13,Pitcairn,PCN,0,2022,6,6-2022
2022-06-26,Pitcairn,PCN,0,2022,6,6-2022
2022-07-11,Pitcairn,PCN,0,2022,7,7-2022
2022-07-18,Pitcairn,PCN,0,2022,7,7-2022
2022-07-31,Pitcairn,PCN,0,2022,7,7-2022
2022-08-15,Pitcairn,PCN,0,2022,8,8-2022
2022-08-28,Pitcairn,PCN,0,2022,8,8-2022
2022-09-05,Pitcairn,PCN,0,2022,9,9-2022
2022-09-12,Pitcairn,PCN,0,2022,9,9-2022
2022-09-19,Pitcairn,PCN,0,2022,9,9-2022
2022-09-26,Pitcairn,PCN,0,2022,9,9-2022
2022-10-10,Pitcairn,PCN,0,2022,10,10-2022
2022-10-17,Pitcairn,PCN,0,2022,10,10-2022
2022-10-24,Pitcairn,PCN,0,2022,10,10-2022
2022-11-14,Pitcairn,PCN,0,2022,11,11-2022
2022-11-21,Pitcairn,PCN,0,2022,11,11-2022
2022-12-05,Pitcairn,PCN,0,2022,12,12-2022
2022-12-12,Pitcairn,PCN,0,2022,12,12-2022
2023-01-02,Pitcairn,PCN,0,2023,1,1-2023
2023-01-29,Pitcairn,PCN,0,2023,1,1-2023
2023-01-30,Pitcairn,PCN,0,2023,1,1-2023
2023-02-06,Pitcairn,PCN,0,2023,2,2-2023
2023-02-13,Pitcairn,PCN,0,2023,2,2-2023
2023-03-12,Pitcairn,PCN,0,2023,3,3-2023
2023-03-20,Pitcairn,PCN,0,2023,3,3-2023
2023-04-10,Pitcairn,PCN,0,2023,4,4-2023
2023-04-30,Pitcairn,PCN,0,2023,4,4-2023
2023-05-01,Pitcairn,PCN,0,2023,5,5-2023
2023-05-08,Pitcairn,PCN,0,2023,5,5-2023
2023-05-29,Pitcairn,PCN,0,2023,5,5-2023
2023-06-05,Pitcairn,PCN,0,2023,6,6-2023
2023-06-12,Pitcairn,PCN,0,2023,6,6-2023
2010-01-01,Puerto Rico,PRI,21298,2010,1,1-2010
2011-01-01,Puerto Rico,PRI,5654,2011,1,1-2011
2012-01-01,Puerto Rico,PRI,12298,2012,1,1-2012
2013-01-01,Puerto Rico,PRI,18164,2013,1,1-2013
2013-12-29,Puerto Rico,PRI,114,2013,12,12-2013
2014-01-05,Puerto Rico,PRI,110,2014,1,1-2014
2014-01-12,Puerto Rico,PRI,131,2014,1,1-2014
2014-01-19,Puerto Rico,PRI,105,2014,1,1-2014
2014-01-26,Puerto Rico,PRI,91,2014,1,1-2014
2014-02-02,Puerto Rico,PRI,98,2014,2,2-2014
2014-02-09,Puerto Rico,PRI,90,2014,2,2-2014
2014-02-16,Puerto Rico,PRI,79,2014,2,2-2014
2014-02-23,Puerto Rico,PRI,95,2014,2,2-2014
2014-03-02,Puerto Rico,PRI,94,2014,3,3-2014
2014-03-09,Puerto Rico,PRI,84,2014,3,3-2014
2014-03-16,Puerto Rico,PRI,82,2014,3,3-2014
2014-03-23,Puerto Rico,PRI,77,2014,3,3-2014
2014-03-30,Puerto Rico,PRI,96,2014,3,3-2014
2014-04-06,Puerto Rico,PRI,82,2014,4,4-2014
2014-04-13,Puerto Rico,PRI,86,2014,4,4-2014
2014-04-20,Puerto Rico,PRI,70,2014,4,4-2014
2014-04-27,Puerto Rico,PRI,102,2014,4,4-2014
2014-05-04,Puerto Rico,PRI,70,2014,5,5-2014
2014-05-11,Puerto Rico,PRI,90,2014,5,5-2014
2014-05-18,Puerto Rico,PRI,117,2014,5,5-2014
2014-05-25,Puerto Rico,PRI,74,2014,5,5-2014
2014-06-01,Puerto Rico,PRI,95,2014,6,6-2014
2014-06-08,Puerto Rico,PRI,92,2014,6,6-2014
2014-06-15,Puerto Rico,PRI,100,2014,6,6-2014
2014-06-22,Puerto Rico,PRI,104,2014,6,6-2014
2014-06-29,Puerto Rico,PRI,40,2014,6,6-2014
2014-07-06,Puerto Rico,PRI,335,2014,7,7-2014
2014-07-13,Puerto Rico,PRI,344,2014,7,7-2014
2014-07-20,Puerto Rico,PRI,331,2014,7,7-2014
2014-07-27,Puerto Rico,PRI,417,2014,7,7-2014
2014-08-03,Puerto Rico,PRI,204,2014,8,8-2014
2014-08-10,Puerto Rico,PRI,289,2014,8,8-2014
2014-08-17,Puerto Rico,PRI,319,2014,8,8-2014
2014-08-24,Puerto Rico,PRI,212,2014,8,8-2014
2014-08-31,Puerto Rico,PRI,212,2014,8,8-2014
2014-09-07,Puerto Rico,PRI,248,2014,9,9-2014
2014-09-14,Puerto Rico,PRI,262,2014,9,9-2014
2014-09-21,Puerto Rico,PRI,136,2014,9,9-2014
2014-09-28,Puerto Rico,PRI,241,2014,9,9-2014
2014-10-05,Puerto Rico,PRI,285,2014,10,10-2014
2014-10-12,Puerto Rico,PRI,205,2014,10,10-2014
2014-10-19,Puerto Rico,PRI,226,2014,10,10-2014
2014-10-26,Puerto Rico,PRI,218,2014,10,10-2014
2014-11-02,Puerto Rico,PRI,361,2014,11,11-2014
2014-11-09,Puerto Rico,PRI,129,2014,11,11-2014
2014-11-16,Puerto Rico,PRI,473,2014,11,11-2014
2014-11-23,Puerto Rico,PRI,229,2014,11,11-2014
2014-11-30,Puerto Rico,PRI,370,2014,11,11-2014
2014-12-07,Puerto Rico,PRI,32,2014,12,12-2014
2014-12-14,Puerto Rico,PRI,78,2014,12,12-2014
2014-12-21,Puerto Rico,PRI,40,2014,12,12-2014
2014-12-28,Puerto Rico,PRI,216,2014,12,12-2014
2015-01-04,Puerto Rico,PRI,48,2015,1,1-2015
2015-01-11,Puerto Rico,PRI,52,2015,1,1-2015
2015-01-18,Puerto Rico,PRI,54,2015,1,1-2015
2015-01-25,Puerto Rico,PRI,50,2015,1,1-2015
2015-02-08,Puerto Rico,PRI,27,2015,2,2-2015
2015-02-22,Puerto Rico,PRI,45,2015,2,2-2015
2015-03-01,Puerto Rico,PRI,44,2015,3,3-2015
2015-03-15,Puerto Rico,PRI,44,2015,3,3-2015
2015-03-22,Puerto Rico,PRI,55,2015,3,3-2015
2015-04-05,Puerto Rico,PRI,37,2015,4,4-2015
2015-04-19,Puerto Rico,PRI,3,2015,4,4-2015
2015-05-03,Puerto Rico,PRI,17,2015,5,5-2015
2015-05-10,Puerto Rico,PRI,23,2015,5,5-2015
2015-05-17,Puerto Rico,PRI,31,2015,5,5-2015
2015-05-31,Puerto Rico,PRI,49,2015,5,5-2015
2015-06-07,Puerto Rico,PRI,24,2015,6,6-2015
2015-06-14,Puerto Rico,PRI,38,2015,6,6-2015
2015-06-21,Puerto Rico,PRI,19,2015,6,6-2015
2015-06-28,Puerto Rico,PRI,32,2015,6,6-2015
2015-07-05,Puerto Rico,PRI,32,2015,7,7-2015
2015-07-19,Puerto Rico,PRI,19,2015,7,7-2015
2015-07-26,Puerto Rico,PRI,26,2015,7,7-2015
2015-08-02,Puerto Rico,PRI,37,2015,8,8-2015
2015-08-09,Puerto Rico,PRI,40,2015,8,8-2015
2015-08-16,Puerto Rico,PRI,39,2015,8,8-2015
2015-08-30,Puerto Rico,PRI,30,2015,8,8-2015
2015-09-06,Puerto Rico,PRI,44,2015,9,9-2015
2015-09-20,Puerto Rico,PRI,58,2015,9,9-2015
2015-10-04,Puerto Rico,PRI,48,2015,10,10-2015
2015-10-11,Puerto Rico,PRI,58,2015,10,10-2015
2015-10-18,Puerto Rico,PRI,37,2015,10,10-2015
2015-10-25,Puerto Rico,PRI,34,2015,10,10-2015
2015-11-01,Puerto Rico,PRI,36,2015,11,11-2015
2015-11-08,Puerto Rico,PRI,30,2015,11,11-2015
2015-11-15,Puerto Rico,PRI,33,2015,11,11-2015
2015-11-29,Puerto Rico,PRI,43,2015,11,11-2015
2015-12-06,Puerto Rico,PRI,25,2015,12,12-2015
2015-12-13,Puerto Rico,PRI,14,2015,12,12-2015
2015-12-20,Puerto Rico,PRI,16,2015,12,12-2015
2016-01-03,Puerto Rico,PRI,2,2016,1,1-2016
2016-01-10,Puerto Rico,PRI,0,2016,1,1-2016
2016-01-17,Puerto Rico,PRI,1,2016,1,1-2016
2016-01-24,Puerto Rico,PRI,0,2016,1,1-2016
2016-01-31,Puerto Rico,PRI,7,2016,1,1-2016
2016-02-07,Puerto Rico,PRI,0,2016,2,2-2016
2016-02-14,Puerto Rico,PRI,16,2016,2,2-2016
2016-02-21,Puerto Rico,PRI,8,2016,2,2-2016
2016-02-28,Puerto Rico,PRI,5,2016,2,2-2016
2016-03-06,Puerto Rico,PRI,25,2016,3,3-2016
2016-03-13,Puerto Rico,PRI,2,2016,3,3-2016
2016-03-20,Puerto Rico,PRI,0,2016,3,3-2016
2016-03-27,Puerto Rico,PRI,3,2016,3,3-2016
2016-04-03,Puerto Rico,PRI,6,2016,4,4-2016
2016-04-10,Puerto Rico,PRI,10,2016,4,4-2016
2016-04-17,Puerto Rico,PRI,13,2016,4,4-2016
2016-04-24,Puerto Rico,PRI,0,2016,4,4-2016
2016-05-01,Puerto Rico,PRI,0,2016,5,5-2016
2016-05-08,Puerto Rico,PRI,2,2016,5,5-2016
2016-05-15,Puerto Rico,PRI,1,2016,5,5-2016
2016-05-22,Puerto Rico,PRI,2,2016,5,5-2016
2016-05-29,Puerto Rico,PRI,10,2016,5,5-2016
