date,country,iso3,cases,Month,Year,Month.Year
2020-02-01,Guatemala,GTM,1038,2,2020,2-2020
2020-03-01,Guatemala,GTM,696,3,2020,3-2020
2020-04-01,Guatemala,GTM,361,4,2020,4-2020
2020-05-01,Guatemala,GTM,385,5,2020,5-2020
2020-06-01,Guatemala,GTM,406,6,2020,6-2020
2020-07-01,Guatemala,GTM,466,7,2020,7-2020
2020-08-01,Guatemala,GTM,278,8,2020,8-2020
2020-09-01,Guatemala,GTM,314,9,2020,9-2020
2020-10-01,Guatemala,GTM,239,10,2020,10-2020
2020-11-01,Guatemala,GTM,179,11,2020,11-2020
2020-12-01,Guatemala,GTM,189,12,2020,12-2020
2021-01-01,Guatemala,GTM,141,1,2021,1-2021
2021-02-01,Guatemala,GTM,164,2,2021,2-2021
2021-03-01,Guatemala,GTM,155,3,2021,3-2021
2021-04-01,Guatemala,GTM,190,4,2021,4-2021
2021-05-01,Guatemala,GTM,186,5,2021,5-2021
2021-06-01,Guatemala,GTM,321,6,2021,6-2021
2021-07-01,Guatemala,GTM,300,7,2021,7-2021
2021-08-01,Guatemala,GTM,348,8,2021,8-2021
2021-09-01,Guatemala,GTM,263,9,2021,9-2021
2021-10-01,Guatemala,GTM,292,10,2021,10-2021
2021-11-01,Guatemala,GTM,259,11,2021,11-2021
2021-12-01,Guatemala,GTM,340,12,2021,12-2021
2022-01-01,Guatemala,GTM,244,1,2022,1-2022
2022-02-01,Guatemala,GTM,209,2,2022,2-2022
2022-03-01,Guatemala,GTM,370,3,2022,3-2022
2022-04-01,Guatemala,GTM,270,4,2022,4-2022
2022-05-01,Guatemala,GTM,652,5,2022,5-2022
2022-06-01,Guatemala,GTM,1333,6,2022,6-2022
2022-07-01,Guatemala,GTM,1035,7,2022,7-2022
2022-08-01,Guatemala,GTM,1197,8,2022,8-2022
2022-09-01,Guatemala,GTM,1046,9,2022,9-2022
2022-10-01,Guatemala,GTM,1017,10,2022,10-2022
2022-11-01,Guatemala,GTM,796,11,2022,11-2022
2022-12-01,Guatemala,GTM,384,12,2022,12-2022
2023-01-01,Guatemala,GTM,414,1,2023,1-2023
2023-02-01,Guatemala,GTM,582,2,2023,2-2023
2023-03-01,Guatemala,GTM,1065,3,2023,3-2023
2023-04-01,Guatemala,GTM,687,4,2023,4-2023
2023-05-01,Guatemala,GTM,1362,5,2023,5-2023
2023-06-01,Guatemala,GTM,1980,6,2023,6-2023
2023-07-01,Guatemala,GTM,3547,7,2023,7-2023
2023-08-01,Guatemala,GTM,10046,8,2023,8-2023
2023-09-01,Guatemala,GTM,16611,9,2023,9-2023
2023-10-01,Guatemala,GTM,16229,10,2023,10-2023
2023-11-01,Guatemala,GTM,14404,11,2023,11-2023
2023-12-01,Guatemala,GTM,5431,12,2023,12-2023
2024-01-01,Guatemala,GTM,7911,1,2024,1-2024
2024-02-01,Guatemala,GTM,4495,2,2024,2-2024
2024-03-01,Guatemala,GTM,4188,3,2024,3-2024
2024-04-01,Guatemala,GTM,6085,4,2024,4-2024
2024-05-01,Guatemala,GTM,13484,5,2024,5-2024
2024-06-01,Guatemala,GTM,20448,6,2024,6-2024
2024-07-01,Guatemala,GTM,31234,7,2024,7-2024
2024-08-01,Guatemala,GTM,27529,8,2024,8-2024
2024-09-01,Guatemala,GTM,28242,9,2024,9-2024
2024-10-01,Guatemala,GTM,28499,10,2024,10-2024
2024-11-01,Guatemala,GTM,12086,11,2024,11-2024
2024-12-01,Guatemala,GTM,4384,12,2024,12-2024
2022-01-01,Guyana,GUY,848,1,2022,1-2022
2022-02-01,Guyana,GUY,1015,2,2022,2-2022
2022-03-01,Guyana,GUY,1204,3,2022,3-2022
2022-04-01,Guyana,GUY,963,4,2022,4-2022
2022-05-01,Guyana,GUY,1148,5,2022,5-2022
2022-06-01,Guyana,GUY,1887,6,2022,6-2022
2022-07-01,Guyana,GUY,1331,7,2022,7-2022
2022-08-01,Guyana,GUY,853,8,2022,8-2022
2022-09-01,Guyana,GUY,603,9,2022,9-2022
2022-10-01,Guyana,GUY,608,10,2022,10-2022
2022-11-01,Guyana,GUY,904,11,2022,11-2022
2022-12-01,Guyana,GUY,447,12,2022,12-2022
2023-01-01,Guyana,GUY,788,1,2023,1-2023
2023-02-01,Guyana,GUY,666,2,2023,2-2023
2023-03-01,Guyana,GUY,1010,3,2023,3-2023
2023-04-01,Guyana,GUY,942,4,2023,4-2023
2023-05-01,Guyana,GUY,1468,5,2023,5-2023
2023-06-01,Guyana,GUY,536,6,2023,6-2023
2023-07-01,Guyana,GUY,2706,7,2023,7-2023
2023-08-01,Guyana,GUY,7584,8,2023,8-2023
2023-09-01,Guyana,GUY,5233,9,2023,9-2023
2023-10-01,Guyana,GUY,3284,10,2023,10-2023
2023-11-01,Guyana,GUY,2480,11,2023,11-2023
2023-12-01,Guyana,GUY,1276,12,2023,12-2023
2024-01-01,Guyana,GUY,3049,1,2024,1-2024
2024-02-01,Guyana,GUY,4222,2,2024,2-2024
